Sample	filename	run_id	sample_id	treatment	tube_contents	expt	directory	expt_no	new_filename	optimization_only	Reads_sequenced	Reads_mapped	Unique_reads_mapped	Percent_mapped_reads	avg_quality	dinucleotide_repeats	mononucleotide_repeats	Ecoli_screen_result	Human_screen_result	Mouse_screen_result	Rat_screen_result	Unmapped_screen_result	Yeast_screen_result	Genome_coverage	Positive_chromosomes	Proportion_with_neighbours
expt01_F38F8	pi-stained-frozen_4np_f38f8.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38F8	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38F8.fastq.gz	True	1937939	631002	424066	32.56	34.3638453016	0	0.0	26.8135337314	14.5857231095	47.0053040776	12.211143465	14.58	0.346088610449	0.149658167307	15	0.655033820214
expt11_G1A9	4np_g1a9.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1A9	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1A9.fastq.gz	False	5987029	4071624	2649451	68.0	32.9202248728	0	0.0	0.993145193618	7.11937785617	89.7328228975	20.3188887998	6.22	0.294636414656	0.270854728441	16	0.897952551186
expt03_F41C3	frozen-post-incubation_4np_f41c3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41C3	frozen-post-incubation	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41C3.fastq.gz	False	6731874	2872781	1067179	42.67	33.8115168228	0	0.0	20.585015327	12.0536247462	57.7073131892	13.6918269039	12.2	0.219953023608	0.112716763006	13	0.721593127684
expt04_F40D4	3ul-mdc-pk_4np_f40d4.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40D4	3ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40D4.fastq.gz	True	3977775	1171796	434710	29.45	33.476738629	0	0.0	35.2526522198	4.76142591382	41.8834531651	10.0135753432	19.74	0.12770878375	0.0586250403451	9	0.659409409409
expt07_G1	stained-sybrgold_1x4np_g1.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	G1	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_G1.fastq.gz	True	8233964	181969	61767	2.2	33.6466922858	0	0.0	70.0911218443	2.88303540308	4.28720808644	1.6162923866	23.35	0.121495792461	0.0198791115284	2	0.185977859779
expt04_F40D2	1ul-mdc-pk_4np_f40d2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40D2	1ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40D2.fastq.gz	False	3800756	1951670	1137191	51.34	32.7921952896	0	0.0	9.32413517297	4.19516096781	73.8832233553	17.2275544891	15.52	0.244951009798	0.20810715648	19	0.62326401128
expt08_C3-1	eosin-etoh_4np_c3-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C3-1	eosin-etoh	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_C3-1.fastq.gz	True	4734078	988975	520522	20.89	33.4057668674	0	0.0	46.9163870302	4.72668427218	29.553442011	7.1500903441	20.68	0.160832357088	0.131436870984	12	0.627971871861
expt03_F41G3	frozen-post-incubation_4np_f41g3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41G3	frozen-post-incubation	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41G3.fastq.gz	False	4217233	2111019	1121524	50.05	33.6387548423	0	0.0	11.5216460348	7.44539940843	75.5345529872	16.1595841093	8.53	0.16830825308	0.141779877351	13	0.836506622517
expt06_F43A1	25-pcr-cycles_4np_f43a1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43A1	25-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43A1.fastq.gz	False	6984968	170906	151491	2.44	33.404574366	0	0.0	1.43406890746	84.276351392	6.88373118474	5.3805143006	11.28	0.148317399234	0.0841524603151	11	0.708856345886
expt09_B3-2	large-kit_4np_b3-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	B3-2	large-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_B3-2.fastq.gz	False	5404468	2149528	1251864	39.77	33.4988853667	0	0.0	0.0199834137666	31.1561404035	56.1084300031	14.3111217689	16.36	0.260783549654	0.159032892227	13	0.709225092251
expt01_F38A4	pi-stained_4np_f38a4.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38A4	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38A4.fastq.gz	True	1496116	3511	3310	0.23	34.3529251743	0	0.0	1.57506366425	91.7507168495	5.32173006356	5.84407772052	6.52	0.154398347737	0.0023766908248	13	0.0493827160494
expt04_F40A3	2ul-mdc-pk_4np_f40a3.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40A3	2ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40A3.fastq.gz	False	4916977	2548833	1087592	51.83	33.6911685778	0	0.0	19.5910191635	4.11870808295	67.9691470597	15.4762972485	10.89	0.221232323836	0.123749303131	13	0.826911677534
expt01_F38F1	unstained_4np_f38f1.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38F1	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38F1.fastq.gz	False	3975883	2208103	1485549	55.53	34.3728019663	0	0.0	10.9197368156	9.13499265579	76.5649208234	17.5737942413	7.27	0.519125133302	0.150347701065	13	0.839480874317
expt01_F38B8	pi-stained-frozen_4np_f38b8.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B8	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B8.fastq.gz	True	2050136	22645	14831	1.1	34.4419262917	0	0.0	44.320160613	26.2481306209	3.16309179932	2.22379284207	27.66	0.0860426525721	0.00696869223321	1	0.128421052632
expt01_F38G4	pi-stained_4np_f38g4.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38G4	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38G4.fastq.gz	True	1383970	387802	280889	28.02	34.1501022421	0	0.0	25.0983764099	15.4448434576	40.8760305498	10.3353396389	20.8	0.191189115371	0.0936005398903	12	0.613479623824
expt08_F5-1	unstained_4np_f5-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	F5-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_F5-1.fastq.gz	False	4903443	2351990	1373904	47.96	33.5981201372	0	0.0	22.1442775629	4.31293781415	64.3762928321	14.9164093494	12.12	0.267809855003	0.1851764913	17	0.784661701791
expt04_F40F5	4ul-mdc-pk_4np_f40f5.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40F5	4ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40F5.fastq.gz	True	5959309	2712767	867811	45.52	33.7362593549	0	0.0	24.8031654618	5.20529187894	58.623467107	14.6805340207	14.05	0.248686091702	0.0955957865086	11	0.798956414979
expt01_F38D9	pi-stained-frozen_4np_f38d9.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38D9	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38D9.fastq.gz	True	4370870	26310	17719	0.6	34.3699419109	0	0.0	42.5345789124	35.2543840222	2.75624635084	2.70188648855	21.25	0.091606434597	0.00949209236818	1	0.160741885626
expt04_F40E1	1ul-csc-pk_4np_f40e1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40E1	1ul-csc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40E1.fastq.gz	True	4691306	2238432	914385	47.71	33.6618525843	0	0.0	21.2931794502	4.79983169031	62.4048248778	15.6307605995	14.3	0.286527210067	0.096754790059	12	0.755724033359
expt02_F37E5	protocol-c_4np_f37e5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37E5	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37E5.fastq.gz	False	3446806	2377935	1629225	68.98	34.3525460963	0	0.0	4.35601763714	4.10349487556	90.2285528276	19.7293271649	5.09	0.511950442408	0.281564508084	17	0.872759483118
expt04_F40E6	8ul-mdc-pk_4np_f40e6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40E6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40E6.fastq.gz	True	4551997	1281619	383592	28.15	33.7065804305	0	0.0	38.1670826723	3.44088846671	38.0276281617	8.54512566064	21.93	0.148549369928	0.0412253161586	7	0.754804270463
expt07_E4	unstained_4x1np_e4.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	E4	unstained	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_E4.fastq.gz	False	8392886	5360219	3025961	63.86	33.8807889205	0	0.0	9.72116577925	4.5888546379	82.4372472877	19.1330717803	7.24	0.371311901998	0.239899063995	13	0.865582191781
expt04_F40A6	8ul-mdc-pk_4np_f40a6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40A6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40A6.fastq.gz	True	2211648	6626	4462	0.29	27.2184253552	0	0.0	12.4390729136	2.05809211181	2.13170197951	2.62508703869	82.89	0.132298816274	0.00159913148088	1	0.0550458715596
expt10_B6	cresyl-violet_4np_b6.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	B6	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_B6.fastq.gz	False	4128681	912430	725058	22.09	33.9286958716	0	0.0	10.9175769613	48.8818272095	34.180734856	10.0794438928	9.5	0.22641509434	0.178002406033	15	0.883705596308
expt09_F2-2	small-kit_4np_f2-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	F2-2	small-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_F2-2.fastq.gz	False	4842782	2460125	1594862	50.79	33.4000006608	0	0.0	16.0141537486	4.74170400032	70.6260159378	16.9418784443	11.66	0.304285770923	0.184413602887	16	0.876849642005
expt05_F42G1	frozen-late_4np_f42g1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F42G1	frozen-late	4np	early-freezing-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/early-freezing-test	5	expt05_F42G1.fastq.gz	False	2940525	182343	162034	6.2	33.4226789434	0	0.0	1.99017732105	83.7886348843	12.2724314089	7.01295883548	6.41	0.151876762855	0.112423344385	13	0.780112227587
expt04_F40B6	8ul-mdc-pk_4np_f40b6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40B6	8ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40B6.fastq.gz	True	4625688	226	163	0.0	33.7578020826	0	0.0	66.3351863085	3.62175439294	0.414681928022	0.655336668026	29.79	0.037788760827	2.93418620346e-05	2	0.0
expt11_G1H10	water-control_g1h10.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1H10	none	water-control	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1H10.fastq.gz	False	4874633	11740	3648	0.24	32.5683919179	0	0.0	18.3458480343	58.2069298272	3.12113627454	3.71520762341	23.01	0.0864469306314	0.00107097796426	1	0.13698630137
expt01_F38H2	unstained_4np_f38h2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38H2	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38H2.fastq.gz	False	3452199	1905760	1651472	55.2	34.3864742444	0	0.0	2.11892330309	11.776752674	72.6750139403	16.2406853551	17.21	0.515030161707	0.238901440685	13	0.922377794154
expt04_F40C4	3ul-mdc-pk_4np_f40c4.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40C4	3ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40C4.fastq.gz	True	4140589	1985024	835471	47.94	33.7465510342	0	0.0	21.2634914348	3.86671947718	64.6836320428	15.1925933261	12.75	0.263392415091	0.108418180218	13	0.778349120433
expt01_F38E6	pi-stained_4np_f38e6.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38E6	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38E6.fastq.gz	True	1079617	136124	95448	12.6	34.3235740082	0	0.0	38.9945693704	23.5269544663	20.2176327346	6.21414816551	19.41	0.213964767135	0.0391127020921	8	0.403975993998
expt03_F41A1	unfrozen_4np_f41a1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F41A1	unfrozen	4np	freezing-after-incubation	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/freezing-after-incubation	3	expt03_F41A1.fastq.gz	False	5762388	2429114	1791652	42.15	33.7959708718	0	0.0	2.67533617844	31.8916579435	55.4915854739	12.7395522989	13.44	0.260689266447	0.246383615504	16	0.891568417292
expt01_F38A6	pi-stained_4np_f38a6.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38A6	pi_stained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38A6.fastq.gz	True	2111217	119289	96273	5.65	34.3871548969	0	0.0	8.707415328	69.2952703039	11.544238325	5.98398567663	14.09	0.187994230865	0.0480179572196	9	0.446379468378
expt10_F5	cresyl-violet_4np_f5.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	F5	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_F5.fastq.gz	False	6265732	1311049	987844	20.92	33.9023892181	0	0.0	11.2872899846	50.3061624622	32.274249173	9.83942809455	9.5	0.227233879968	0.173410404624	13	0.893908629442
expt04_F40B4	3ul-mdc-pk_4np_f40b4.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40B4	3ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40B4.fastq.gz	True	4323181	2378315	1115823	55.01	33.7341619516	0	0.0	13.225581858	3.96359657848	76.6669982097	17.5283469266	9.21	0.352098667197	0.152342947683	11	0.790061633282
expt04_F40C5	4ul-mdc-pk_4np_f40c5.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40C5	4ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40C5.fastq.gz	True	4500125	2354537	1000877	52.32	33.7613150746	0	0.0	13.6795896123	4.45486635401	74.3767686969	16.656500305	10.57	0.351989440317	0.114491945659	10	0.794848795489
expt01_F38A9	pi-stained-frozen_4np_f38a9.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38A9	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38A9.fastq.gz	True	1613974	109451	81342	6.78	34.4747437071	0	0.0	14.6658207268	26.3130241688	10.5388901005	3.77897178659	50.07	0.0872375438666	0.0340952436842	6	0.300344234079
expt11_G1G4	4np_g1g4.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1G4	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1G4.fastq.gz	False	4569778	605916	211959	13.25	32.9095047943	0	0.0	14.3412218274	43.6236070986	20.4815638747	6.8208127397	24.32	0.188236715219	0.0400663126082	7	0.320029293299
expt07_D2	stained-sybrgold_4x1np_d2.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	D2	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_D2.fastq.gz	True	8560855	885649	292702	10.34	33.5866183927	0	0.0	61.8303279924	2.46923501934	15.9807122407	4.15189110453	20.65	0.0753428097845	0.061984683548	9	0.348402366864
expt06_F43D2	23-pcr-cycles_4np_f43d2.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43D2	23-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43D2.fastq.gz	False	4924076	2615213	1807096	53.11	33.0375288684	0	0.0	14.1175416949	4.13963300561	75.0806034311	17.2570950921	9.61	0.181108943996	0.171371145213	13	0.920725965243
expt02_F37E3	protocol-b_4np_f37e3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37E3	protocol_b	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37E3.fastq.gz	False	3192690	1981249	1325099	62.05	34.3709740062	0	0.0	7.67850699595	5.08058373091	82.6374133023	18.6074249288	8.52	0.486108326986	0.320369120624	18	0.745386271008
expt01_F38D2	unstained_4np_f38d2.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38D2	unstained	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38D2.fastq.gz	False	1808957	1199661	998873	66.31	34.1378833217	0	0.0	3.73241258533	7.34143963064	88.648530319	19.5088459472	4.48	0.425879121973	0.19628238608	14	0.90372972569
expt02_F37D3	protocol-b_4np_f37d3.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37D3	protocol_b	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37D3.fastq.gz	False	3308864	1980088	1259414	59.84	34.2381935311	0	0.0	6.35689993916	3.87158543518	85.2077910421	17.5996569229	7.65	0.286230041189	0.198072239664	16	0.867491296941
expt11_G1E8	4np_g1e8.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1E8	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1E8.fastq.gz	False	4580080	2634118	1364109	57.51	32.95451848	0	0.0	4.09473018169	14.2286098808	76.1145761146	16.8379081423	9.3	0.283226370183	0.0867198732432	10	0.859076298427
expt02_F37B5	protocol-c_4np_f37b5.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37B5	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37B5.fastq.gz	False	697440	68149	63391	9.77	28.3754946662	0	0.0	1.5145280273	5.04641943092	18.6029005871	8.8071460832	77.04	1.43122396748	0.0446143012236	8	0.471226570207
expt10_E5	cresyl-violet_4np_e5.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	E5	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_E5.fastq.gz	False	5776663	1182623	894906	20.47	33.8767911509	0	0.0	10.9771280548	52.3484407317	30.8881704452	9.82650254021	9.39	0.203819353802	0.166397699598	14	0.898959619115
expt11_G1B2	4np_g1b2.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1B2	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1B2.fastq.gz	False	4646228	33509	10678	0.72	32.9712480748	0	0.0	21.0593534974	51.8568387704	3.33349834167	3.14340874214	25.98	0.112865699718	0.00274346410023	1	0.0427807486631
expt10_A5	cresyl-violet_4np_a5.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	A5	cresyl-violet	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_A5.fastq.gz	False	5633957	1527463	1207953	27.11	33.8518041582	0	0.0	9.47846571312	42.7465285716	42.1968650293	11.6055542855	9.24	0.243521822537	0.213021918371	15	0.917286501377
expt01_F38B7	pi-stained-frozen_4np_f38b7.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F38B7	pi_stained_frozen	4np	pi-staining-and-freezing	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pi-staining-and-freezing	1	expt01_F38B7.fastq.gz	True	2275240	467017	308701	20.52	34.3902344368	0	0.0	23.494804092	29.7319154098	31.9457361207	9.28288383001	17.6	0.309328373297	0.113905108418	11	0.582174137043
expt08_H4-1	unstained_4np_h4-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	H4-1	unstained	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_H4-1.fastq.gz	False	4536328	2442470	1786445	53.84	33.4570289009	0	0.0	11.2699388937	4.28438219189	72.1807793032	16.3806443933	15.45	0.261883977462	0.269505002787	18	0.857267283615
expt09_D1-2	small-kit_4np_d1-2.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	D1-2	small-kit	4np	large-vs-small-kit	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/large-vs-small-kit	9	expt09_D1-2.fastq.gz	False	4895264	2731438	1710212	55.79	33.4838300856	0	0.0	12.1226377322	4.83664317745	77.6275224215	18.6318866111	8.96	0.33031710442	0.211056013615	15	0.872862505213
expt10_A2	unstained_4np_a2.fastq.gz	160902_NB501326_0060_AHFCC7BGXY	A2	unstained	4np	cresyl-violet-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/cresyl-violet-test	10	expt10_A2.fastq.gz	False	13301916	1750658	1024164	13.16	33.8463575473	0	0.0	14.2498625206	56.0775883617	21.1198320252	7.56286557016	11.77	0.176973453982	0.127329010299	13	0.847563083305
expt04_F40B1	1ul-csc-pk_4np_f40b1.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40B1	1ul-csc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40B1.fastq.gz	True	3751522	1728029	794164	46.06	33.7438674223	0	0.0	23.3304634085	4.2795644467	62.1625728032	14.3357812104	12.87	0.306913142568	0.109621196561	11	0.724437901499
expt06_F43D1	25-pcr-cycles_4np_f43d1.fastq.gz	160601_NS500648_0064_AH2CNWBGXY	F43D1	25-pcr-cycles	4np	wga-pcr-cycles-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-pcr-cycles-test	6	expt06_F43D1.fastq.gz	False	5884438	3283435	2318902	55.79	33.146916494	0	0.0	9.77571011761	4.50284247571	80.8185527938	18.4866198101	7.98	0.195514202352	0.279393210293	13	0.924123083386
expt02_F37A6	protocol-c_4np_f37a6.fastq.gz	160324_NB501326_0019_AHT23WBGXX	F37A6	protocol_c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37A6.fastq.gz	False	3187629	1236213	874766	38.78	34.4669354558	0	0.0	2.68636938583	17.2194671432	49.1647760355	11.5827092577	33.8	0.364406609513	0.141281065696	14	0.834475597092
expt07_G2	stained-sybrgold_4x1np_g2.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	G2	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_G2.fastq.gz	True	10282789	195655	61196	1.9	33.6966018655	0	0.0	65.908066471	4.53256939088	3.71019602737	1.43439544039	26.48	0.069115422756	0.0198791115284	3	0.132841328413
expt02_F37E6	protocol-c_4np_f37e6.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F37E6	protocol-c	4np	wga-reagent-volumes	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/wga-reagent-volumes	2	expt02_F37E6.fastq.gz	False	5477856	3560904	1549828	65.0	33.6935492645	0	0.0	8.0784754714	3.65569589751	84.1743810117	18.320649009	7.35	0.338360208036	0.188096006573	14	0.861633257936
expt07_C2	stained-sybrgold_4x1np_c2.fastq.gz	160616_NB501326_0043_AH2CNVBGXY	C2	stained-sybrgold	4np	sybrgold-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/sybrgold-test	7	expt07_C2.fastq.gz	True	10352162	26370	9171	0.25	33.7294009696	0	0.0	71.7181864759	2.77071759376	0.876020936097	0.597743643323	24.97	0.0602766699149	0.00344766878906	17	0.0425531914894
expt08_C2-1	eosin-h2o_4np_c2-1.fastq.gz	160719_NS500648_0078_AHFC7KBGXY	C2-1	eosin-h2o	4np	eosin-test	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/eosin-test	8	expt08_C2-1.fastq.gz	True	4675577	669117	343518	14.31	33.4674727846	0	0.0	54.2485499744	4.14249957278	21.7267618942	5.21205054231	21.14	0.119620832119	0.0851500836243	12	0.583735354928
expt11_G1D12	4np_g1d12.fastq.gz	161102_NS500648_0108_AHTKH2BGXY	G1D12	none	4np	full-collection-4np	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/full-collection-4np	11	expt11_G1D12.fastq.gz	False	2941494	6326	387	0.21	30.9244054212	0	0.0	0.0256331890645	2.53177036606	0.659561672467	0.386469619741	96.85	0.00591535132257	5.86837240691e-05	4	0.0
expt04_F40E2	1ul-mdc-pk_4np_f40e2.fastq.gz	160415_NS500648_0055_AH27MCBGXY	F40E2	1ul-mdc-pk	4np	pk-volume-titration	/data/pombo/data_raw/mESC-46C/GAM/gam-natmeth-optimization/pk-volume-titration	4	expt04_F40E2.fastq.gz	False	3268136	224	177	0.0	32.4852096118	0	0.0	49.1967486242	7.38425809057	1.10768920079	1.99727369112	42.17	0.09087696269	4.40127930518e-05	3	0.0
